Wavenumber,Residual_1,Residual_2,Residual_3,Residual_4,Residual_5,Residual_6,Residual_7,Residual_8,Residual_9,Residual_10,Residual_11,Residual_12,Residual_13,Residual_14,Residual_15,Residual_16,Residual_17,Residual_18,Residual_19,Residual_20,Residual_21,Residual_22,Residual_23,Residual_24,Residual_25,Residual_26,Residual_27,Residual_28,Residual_29,Residual_30,Residual_31,Residual_32,Residual_33,Residual_34,Residual_35,Residual_36,Residual_37,Residual_38,Residual_39,Residual_40
46727.11,0.0007294496628368341,-0.0017747927171695155,-0.0011456189339590916,-0.000826125792972976,-0.0016339948024014506,-0.001022682732708724,0.00048569932649733527,0.00020947796517301054,0.0003706428641659931,-0.0008862408649495945,-0.001305740831519575,-0.0004032704604281512,-0.0010628817284090153,-0.001488175543859549,0.00014140444856647338,-0.0007577759668568329,0.0009212783019202919,-0.0012419414032092124,-0.0001384550864459988,-0.0016572103997848364,-0.00019157185968643464,0.0012481965894913238,-2.2308718319985488e-05,0.0010880353288871825,-0.0003185358777779146,-0.00021650613456641876,-0.001137441776478787,0.0009392850025082833,-0.0008131583057437997,0.0013518309518707472,-0.0004075766227912281,-0.0009557882937575868,-0.0007108465642848838,-0.000479713900277734,-0.0016362716702558178,0.0008687012770544622,0.00011401615959760747,0.0023354800000376374,0.00023964063729342566,-0.00032213058323726784
46601.52,-0.000629656555632907,0.000927971184513543,0.0005910288487400162,-0.00012880040330837117,-0.00032045803969743547,0.0007439356866480451,-3.053678347469946e-05,0.0003808495434462489,-0.00012715156986004006,0.0009404973306142428,-0.00197633135412989,0.00020156762733880562,0.0009957102675059448,-0.0006987615352705423,-0.002254114539085028,0.0011517308633959278,-0.00017178802356343503,-0.00025234009198499274,2.2189860053589694e-05,0.0006667129116662562,-0.0015098187923210382,0.00047874732976338485,0.0003534527949825006,0.0003023215074806629,0.0006283693054911499,-0.0022339790776536583,-0.0008273108024643427,-2.3796230622485925e-05,0.0006403640358383367,0.000928043139081014,0.0007828076891423508,0.0016526769939286812,-0.00048669066954398765,0.0007553114114443593,1.3920724906080206e-05,-0.0003793701115083481,0.0007817656578598675,0.002210723217170363,0.000916336467065848,0.0014679121462620737
46476.62,0.0018372972848268443,0.004286253654125327,0.003726294360605953,0.002318044132165742,0.0017982384545870977,0.0041780827287817845,0.0006869546652179537,0.0018552957251676827,0.0006535265316182093,0.0012217775865223657,0.002086019670198447,0.0006206502467789865,0.002152159849079127,-2.543282732203611e-05,0.001122017440263745,0.003021695108374911,0.0012852194048240118,0.001978524334627918,0.0020165261585313177,0.0009175834268466687,-0.0010072819618806572,0.001424881023315061,0.001139978740163028,0.0015232661955859594,0.0024784564956248922,-0.002052066559456056,-0.00042073636652484314,0.0017067109805616876,0.002885705228456492,0.00029365591505425837,0.0015610821381986661,0.0008471053654541261,0.0010217560189859087,0.0010734690647806744,0.0009456289682837071,0.0021538893038570706,0.0024291597849056545,0.0002648123896216714,0.0006717234340764544,0.001235223513058381
46352.38,-0.004858942929210186,-0.0020777210936808177,-0.0053083394271088435,-0.002746120021420495,-0.0019312151058237803,-0.0026674281563615065,-0.0041035128561746625,-0.003603882249206103,-0.00402001840638716,-0.005371201767490286,-0.006543974649397266,-0.0028682671632394574,-0.004113111103555334,-0.005085498789658471,-0.004345513460375483,-0.005961375693173954,-0.0029195022718642716,-0.0046597173381217605,-0.005064583348101226,-0.004912638621056842,-0.0025909982361338457,-0.004819592935369266,-0.0049681374310143744,-0.004853869050016835,-0.004372447063121232,-0.0030743235716885198,-0.003720794745885714,-0.004971805080119185,-0.0029794585004501717,-0.003153260999418206,-0.0068744377780656785,-0.001373874116522844,-0.005086605325345772,-0.005326151266592416,-0.0052417942348421676,-0.002332137661642919,-0.005344144274021467,-0.0011024653392944228,-0.005094386126765105,-0.0038201526824451215
46228.8,0.001997443306111679,0.004467064920392005,0.002630404195001601,0.005232561655705403,0.003554592601495432,0.0027789216085904456,0.006276861338935791,0.005488720186806961,0.005642918457920143,0.002457419697579566,0.004534199735783284,0.00433935753535758,0.0017079699551872385,0.002432116982013899,0.002057011264680053,0.002718648505971366,0.00473241405193503,0.0010532001613592357,0.002700757874242843,0.003299396262930243,0.0012637097330004954,0.006171123265479417,0.000655940196604976,0.003498636266709043,0.00030412810383884104,0.000328537288909303,0.002002435287748794,0.0032711919012971546,0.0003757904046735039,0.0028187309422126328,0.0008080118989554075,0.0019219176714174724,0.0017207646994427672,0.004589239396516509,0.0031847883524385168,0.003795726094886709,-0.00030460614605593017,0.0036426024696870063,-0.00044824642215007815,-0.0006641641832174638
46105.88,-0.0024799449684586583,-0.0045490178619306265,-0.0019135760266580926,-0.0019903387894573132,-0.002978219824170847,-0.00040780249481064956,-0.0004888209875253402,-0.0025765073945909767,-0.0020614241052823723,-0.0045904297228372415,-0.0042723933073166576,-0.0011449665323038372,-0.0019691918156374277,-0.005353865400112123,-0.00284877254193322,-0.00391393515887406,-0.0039322657493234825,-0.004153862543004705,-0.0035567893464272804,-0.003914047656497388,-0.004009428417657168,-0.00026800423288353414,-0.0030516766212291824,-0.0016821299060444939,0.001046096491160442,-0.0026046668456043975,-0.0015115296664804379,-0.007124102689075429,-0.0033079319452052336,-0.002149177201694663,-0.0029500186590439847,-0.0016235109377010781,-0.004213727982836701,-0.002837677597424315,-0.001531557596399613,-0.0011194097583765439,-0.0030087152710194798,-0.0015562837368111038,-0.00214612019710253,-0.0017527355316649396
45983.61,0.004220594221851004,0.004701111194778285,0.0036992054227639737,0.006535368077599413,0.004030207791112794,0.006440463617497005,0.005774873175462769,0.005082550629366911,0.007554432992286586,0.004177946111967257,0.006833651462441415,0.005680241987411461,0.005160457434846444,0.004064647585732162,0.005147902242233771,0.0055540807268207315,0.005301929467576183,0.006936486488082039,0.003781817639686269,0.004567542553633008,0.004811443928716741,0.006586015008288537,0.005233053033946444,0.004428768477094391,0.0056791520521317085,0.005152585658127595,0.006564473406319382,0.004070096582410476,0.00529754567033891,0.006271712991565259,0.007680498262280733,0.009119287884899296,0.0038397290304185705,0.005723162706872009,0.005139585283598147,0.0035529124847914484,0.010374353658208824,0.005831875466117908,0.006443025724976736,0.005545476566212848
45861.99,0.0017185984371377305,0.0035479292518362793,0.0023080499082748784,0.0030565978488404366,0.0015336703141202723,0.0011833506589351561,0.0027328164231842367,0.0024355205259035118,0.004963931315892012,0.000939699914436154,0.0017328365733245144,0.0003983851630005031,0.0011828610689486596,0.0015757615699599214,0.0019370431118669873,0.00011443955808049244,0.0020283533997284,0.0009189673088763617,-8.752688121316243e-05,0.0026411070645966372,0.0006242227721155458,0.0012318835325474953,0.0017095789638131853,0.0012314179658071134,0.0009039204737851803,0.00070150925686846,0.0015321152092897528,0.001855903176111895,0.0019946111408609135,0.0033841644365789625,0.0044025598189304516,0.001753610143374662,0.0032846910827409315,0.0019754953061409952,0.00030220267557773406,0.0020167072042752143,0.0025488765141954417,0.0022114798096246058,0.002723615084485098,0.0008351164526445021
45741.01,-0.0006492067335532314,-0.0005674746225241001,-0.0007424337914055945,-0.0006790036099956764,-0.0005174424527847887,-0.0013264238237406523,-0.00016018286797236936,-0.0006608932312714422,-0.0006747028526699062,-0.0010454617682072453,-0.0016137952862686489,-0.002628337777408174,-0.0018387680392350503,-0.0031564481093656616,-0.0007165159982900349,-0.0020673323317120795,-0.0010868253182314547,-0.0017397064470486834,-0.0023976409096085893,-0.0023257549518676535,-0.0016031114642820476,-0.0011620965308655196,-0.001753498643507212,-0.0006053272720835667,-0.0015105290303187857,-0.0014885919932148828,-0.0031391182183910793,-0.0017970202662042634,-0.0007469634302867956,-0.0012419011770510302,-0.0008138188676101166,-0.0031504098392141633,-0.0009086040601013479,-0.0007103703755684809,-0.001873296005113212,-0.0011576047383084487,-0.0007146215398460276,-0.00284689613959882,-0.00013376797531594598,-0.0008131437376470152
45620.66,-0.0004142047527950776,-0.0014796368939304916,-0.001089325446786249,-0.000710710635780043,-0.00026438758551911024,-0.0005317989094686393,-0.0008485745879142081,-0.0005525106315633077,-0.0003083891449337517,-0.0008255281913488455,0.0007448011470564397,-0.00014971727356966058,-0.0003549527791160134,-0.002283127548827646,-0.002164469338609476,-0.0003434295127269227,-0.0012962653764392318,-0.001392587280190094,-0.0008019153821826053,-0.0019867358765957577,-0.0024245266494953843,-0.00025012551230491065,0.000489404507494573,-0.0006360664640641667,-0.0005189510774001871,-0.0007726424040801483,-0.0013042826876442093,-0.0013438571665873034,-0.00018244056091593075,-0.0005618544565491601,-0.0010240759174370284,-0.0009482963167380953,-0.0017957553985651908,-0.0004900851182148558,-0.0014426337910684595,-0.0011257546465042179,-0.0005719471746705174,-0.001899094750728636,-0.0004849727435286555,-0.0018552168754459308
