Wavenumber,Residual_1,Residual_2,Residual_3,Residual_4,Residual_5,Residual_6,Residual_7,Residual_8,Residual_9,Residual_10,Residual_11,Residual_12,Residual_13,Residual_14,Residual_15,Residual_16,Residual_17,Residual_18,Residual_19,Residual_20,Residual_21,Residual_22,Residual_23,Residual_24,Residual_25,Residual_26,Residual_27,Residual_28,Residual_29,Residual_30,Residual_31,Residual_32,Residual_33,Residual_34,Residual_35,Residual_36,Residual_37,Residual_38,Residual_39,Residual_40,Residual_41,Residual_42,Residual_43,Residual_44,Residual_45,Residual_46,Residual_47,Residual_48,Residual_49,Residual_50,Residual_51,Residual_52,Residual_53,Residual_54
40040.04,0.0002755829934862619,0.0008150533822211814,0.0006238514366628534,0.0008471387026612043,0.0006363957023995392,0.002170157798823291,0.000834005930359899,0.0007511245491309826,0.0006973887987515581,0.00039358308742820647,0.0002466853112368661,5.5673764789654356e-05,0.0001440235767211362,0.0005927812279379052,-0.0008934306534601477,0.00024085209943916497,7.667658535084887e-05,-2.4080891772887414e-05,0.0004002101999766028,-0.0003002002818965066,2.452400426142254e-05,-0.00014617245220893693,-0.00020088896523773325,-0.00011732945268058681,-0.00041377954448026943,-0.00010120836613075612,-0.0007738111252441338,-0.0007629541077790458,0.00012304144598598854,-0.0002907244014288546,-0.0004614575558614664,0.00025257363177769165,-0.0005140676228345686,-0.00013780963666390478,0.00016762647947446419,0.0003875735259915025,-0.00024717746513869265,-0.0006454500113471373,-0.0005959012242126305,-0.0007995462474953419,-0.000255912948532,-0.00037862792666409906,-0.0010737768789655933,-3.289584691021363e-05,-0.00029415048087977347,0.0002458176272318868,0.0006849623245247516,-0.00017807645598041932,-0.00024380707211182906,-0.00015544739904366223,0.00025733240956649084,-0.00013712345639677048,-2.3455779453979142e-05,-0.00021421534451732116
39947.79,-0.00020861048274667393,0.0008327096537284195,0.0008034189361426358,0.0009596038010814822,0.0007490931838662063,0.0022638590591918806,0.0010733451384709602,0.0010250588087047652,0.00047800752618312736,0.0008620659609615,0.0006847371671509506,0.0006449225455853191,0.0007678639683836863,0.0011407074929155325,-0.00043910237527597373,0.0005955987990454159,0.0007169056923703176,0.0005913514332653858,0.0006852048813942024,-5.502831270279285e-05,0.0007242388869598548,0.0003009039573466932,0.00048722560273684046,0.0005071779134540044,-0.00015890092108522547,0.0005847204573541931,-6.324231144499981e-05,-0.00012899012461720094,0.0007785295191357899,0.0002787796961182254,-7.469878372143302e-05,0.001055440439453048,0.00019883579414681218,0.000288358996176602,0.0006017302582354556,0.0006307045465716032,0.00030086421058989066,0.00011024769553588665,0.00016352553558410254,6.713220961751531e-05,0.00011404936051837011,0.0005971508705922002,-0.00019763299076355767,0.0006463247570000497,0.0007879861080312134,0.0007309622249888903,0.0010730529610435136,0.0010127958902677592,0.000449644395708354,0.00043712801514186883,0.000650869635035245,0.0006568310218520723,0.0006715273312493941,0.00028146320340693975
39855.97,-0.00020875568400455236,0.0007562417430892199,0.000508520428929099,0.0006156851154697773,0.0007217148054723399,0.002232747930854345,0.0011012144394055012,0.0013002658182113824,0.00017112562272506016,0.0008532525467145613,0.0011547033276881058,0.0007742982960101119,0.0006391420326777031,0.0009428114863181403,-0.0004248168589900958,0.00041575723165274137,0.0008271897377771786,0.00048092356043713536,0.0006481178302177593,0.0007713306140892384,0.0006081033713541684,0.0008347025364898175,0.00036429143753630155,0.00042261331849502426,8.855543721295045e-05,0.0008649135903331384,4.2929198765362386e-05,0.00040184732609682694,0.001332060198302537,4.7087717501198556e-05,0.00011180114601336277,0.0007589233557173669,0.0008129004849716515,0.0006164094385074925,0.0008381468651419977,0.0007766387340593928,0.0001519757885828643,0.0001694311624740319,2.664060890986142e-05,0.0008378928755771731,0.00038827224960877316,0.0006775061859882192,0.0004831072464685504,0.0006303088299757509,0.0006750445555251394,0.0005211920693673489,0.0015663888661515135,0.00150906460110245,0.0006486323199952626,0.00013519230059991227,0.0010499479751265306,0.0006563492789232184,0.0006721300936955166,-1.7200822395008197e-05
39764.57,6.474155384045277e-06,0.000525175092541158,0.0008860651944287423,0.00046908381637766894,0.0009140871819613428,0.0018423841641601046,0.0007881851732856326,0.001552103206582972,0.00035631756480727916,0.001150550189946864,0.0013434507427236009,0.0011337527375283873,0.0005505554753370556,0.0007943225564835676,-0.00015317390584829171,0.0005007763671374399,0.0008087217328819896,0.00024736282293497114,0.0005930956147255362,0.0006842508244506162,0.0007826045866690667,0.0011626767005820104,0.0006385992291246811,0.0005380099507733827,0.0005382423635666433,0.0008496573628045678,5.5492448930466454e-05,0.0006408246041867127,0.0014953389851861676,0.00022619112416361054,0.0008103857305832574,0.0004756945194843154,0.0009410033589036526,0.0011594892410822788,0.0008901857465198337,0.0012388697116686165,0.0003197510809269388,0.00014585040253106696,0.00020727009024654186,0.0007267097964847868,0.0006807967631153045,0.0007765977338903274,0.000582610995807864,0.0006332863073045814,0.0002813142898170917,0.0007308579590118991,0.0018793809445880605,0.001625197334660211,0.001167676979009491,-0.00014675213795597997,0.0010690894577579657,0.0007759618556688053,0.0009929040352491814,0.00010435829399063623
39673.59,-0.00011623253721876337,0.0006901410243884687,0.0008902355785767591,0.00037724859559851165,0.0007866048443394835,0.0015559194608857352,0.0004998192079444796,0.0011484346563160608,0.0002034749947483483,0.0015256938303676304,0.0007243781397052174,0.0011981681212026585,0.0005783071419616648,0.0008726610626845765,-0.0003457091545294999,0.001030105858681768,0.00044179007259517733,0.0005716954993923995,0.000401847049908588,6.603158471624182e-05,0.0007305769668712325,0.0007681255884348648,0.001193850777129274,0.0005374266910907199,0.0003745167374132885,0.0006236133145363087,-0.00034064925695612147,0.0007730745638585279,0.0012537099254294193,0.0005015714850686581,0.000706705839466526,0.00029156285008083427,0.0005690518131120093,0.0014036359575597679,0.0009439623145978959,0.0009036014656941815,0.00019044225659578529,0.00022583270461457028,0.0006917778574606903,0.00022001800287244078,0.0007780901522775885,0.0008809498361272983,-0.00021259383869418058,0.00034181528135307504,0.00019338201452093196,0.0006465761117091795,0.0013986743202704655,0.0007478665086150249,0.0010934760964142476,0.00017798382741854302,0.0006949926480351587,0.0011023714112217975,0.0009205619078447858,0.0002328601280334741
39583.03,8.226584563753025e-05,0.000410829453575845,0.0008812153093403774,0.0006008174062155647,0.0007003154004590895,0.0017347848470114502,0.0004978827322638657,0.001151346451615659,0.0005749662092301433,0.0012413080975787194,0.000560341518154317,0.0006306067485551958,0.0007856429788050956,0.0010412422612578742,-0.0006388621675152972,0.0008674431606202626,0.00039020884848919857,0.0007178382930874139,0.0005383837540263725,0.00028076662258588736,0.0005161886612281008,0.000615281972176196,0.0008943348485614677,0.00038520196293834186,-3.824157742124412e-05,0.0004512036760783156,0.00011895993191152199,0.0008630849776669336,0.001071690160324601,0.0004377650657990395,-3.4678718458636126e-05,0.00017111013513870788,0.00036164132977012375,0.0011134631699562247,0.0008641009785733678,0.0004354707226345289,-7.130725752463318e-05,0.00017403194195095284,0.0006448228719183324,0.00028248635074951123,0.0005448257537862822,0.0008552437657494139,-0.000537825485835669,2.0581721375451112e-05,0.0002759376776327871,0.0003330405797599134,0.001488967065248481,0.00024177399054542414,0.0005907350588937599,0.0003741043880683692,0.0004923630496550258,0.0009002840186034256,0.0004198111880304167,-6.698689482292908e-05
39492.87,0.0002691823810869187,0.0001525129139564596,0.0011225292414820398,0.0009017075314984857,0.0008156863033064177,0.00183809080068853,0.0005403000321139995,0.0011176300125147476,0.001126584543410275,0.0010522791257042419,0.0010054081590011033,0.0007844057664840587,0.0008252501862426875,0.001152154138546635,-0.0002810587766569894,0.000563877517833683,0.0003046545085914343,0.0007361044936773364,0.0006526830982390708,0.0005781427114724402,0.0005888630539507833,0.0007533405259251558,0.0005890479431654716,0.000830156524255693,-0.00015135848661884665,0.0002809525994941775,0.0006827251804185364,0.0003591480345925824,0.0008974679384407269,8.289243116355038e-05,-0.000265730701672906,0.0006622958300388504,0.0001666828972016754,0.0007368178085097044,0.0005984103496505522,0.0006822425008993493,-1.7756156710901916e-05,3.8152448082529045e-05,1.4091459464571354e-05,0.00046176614731907595,0.0005286390170347599,0.0006470868841714217,-4.547834723589439e-05,0.00021717636820922648,0.0004765579386198371,0.0006378134968754168,0.0014978070867326665,0.00045445425471066225,0.0005069758860593854,0.00018913579409163273,0.0006087222681031013,0.0008172192683742752,0.00013816649907258394,5.2328490402958616e-05
39403.13,0.00022016836159594044,0.0004867725398268741,0.0002820928707117365,0.0005444626947729014,0.0004942203553316427,0.0015244939615091935,0.0005832397890741803,0.0005010779111869479,0.0006100291540000191,0.0005084032786992487,0.0006076569370572771,0.000906112643093343,0.00034231301354467614,0.0007493241329510902,-0.0008294492424349986,0.0007612415761126534,0.00012609388523640574,0.00046669923339875963,0.0002842456484754008,0.0006970509082010745,0.0005869387608431476,0.00042016016155019265,0.000515433315473296,0.0008093650230356908,-0.0007280669592040767,0.000149312622030634,-1.3150541740614141e-05,-0.0003027702549819322,0.0005667912621831195,-0.00032744037853790764,-0.0002510188348355258,0.0005003880589620757,-0.00018065701678440793,0.0004087319835311687,0.0003818421665607308,0.0006787771062845838,-1.4093873018872216e-05,-0.00034707275359638357,-0.0007657211264320007,-0.00030752080318172115,0.0003641184855779078,-0.00030899117768545814,-0.0006010264898181905,-0.00013390600776011508,0.00022970803314670274,0.0005953296319304857,0.0005595993144756339,2.028405615703277e-05,-0.0001234507898228432,-0.0004425624490863034,0.0005784200670440331,0.00038752269803032924,-9.003704009533098e-05,-0.00017486564113125547
39313.79,-0.00018912784436431185,0.0006841926773067941,2.592981726101673e-05,-0.000109088586230488,0.0006939626116481412,0.001948498236620133,0.0006781104347690081,0.00025014226389061256,0.0006711475649424647,0.00035316065775684025,0.0005084310824050586,0.0006351652579920652,0.000774573246370508,0.0004689303271808165,-0.0008491963369645361,0.0004931071124279762,-1.2978475147529256e-05,0.00034116936422676214,0.0003637416471579946,0.00036740311421734617,0.0004396403455221576,-5.563139690167862e-05,0.0006016015356637705,-4.9520584600393214e-05,-0.0007410977709758348,-0.00011683831992015392,-0.00014209980592530536,-0.0003963972832072282,0.00030566149754154837,-0.00016740862417963243,3.5064181555827245e-05,0.00011079113148115827,-5.510058176363963e-05,0.00035431636010532785,3.940709742072945e-05,0.0003499714475862503,-0.0003354853806512015,-5.690511691314182e-05,-0.0009699233323055001,-0.00020077433158535718,-0.00022417705379834674,-8.850493114351266e-05,-0.000979989025700928,-0.00010822329074713921,-0.0001402066696044868,0.00012995644783983518,9.867408605801486e-05,-3.644132203042827e-05,-7.628218719221702e-05,-0.0006967165200690018,0.00022571814733948758,-0.0005645492496947069,-0.0004405559493400324,-0.0006243345730396199
39224.86,0.00011858094600136759,0.00031608691293538715,0.0003199737674238756,0.000802038769334934,0.0010714351241982445,0.0021624484870333693,0.0006736053611395565,0.000810029148890612,0.0009520734385799201,0.0002258922780517536,0.0011445509252019925,0.0005061363615160297,0.0008546028973491493,0.000541700166554665,-0.000511154307266587,0.00028712713499617903,0.0002138197184496371,0.00038477926266697327,0.00021540140909653838,0.00031253509400966384,0.00016949277852693068,0.0002477867802548883,0.0006687634910099993,-2.583039935832865e-05,-0.0009702324989185607,-0.0001977433722747668,0.00031526796237502097,0.00019730974942705481,0.00073280148308566,-0.00021849781887411934,-0.000489223660632504,0.00041152358951562773,-0.00023877845250544483,0.0006912430927360491,-1.1340661179443101e-05,0.0005132455292037874,-0.0002645836733162765,-7.411144437990957e-05,-0.0009813373939653036,9.907552801796671e-05,-0.0005192264504584876,0.0002254803108917014,-0.0001654366949570274,-0.00018889195696761285,8.365400730958594e-05,-0.00024151059325147606,0.00013178307002734146,9.884378900926194e-07,0.00026515367241081167,-0.00025664141764228376,0.00016728721264028246,-0.00022233207371621933,-0.00019674101845382208,-0.0005794394329612373
