Wavenumber,Fit_First,Fit_Last
46727.11,0.3798208256603091,0.36351506285862056
46601.52,0.392573999249964,0.37231604604354396
46476.62,0.4061508214631314,0.38176449795726475
46352.38,0.42035386748916664,0.3918293557917212
46228.8,0.434905963830067,0.4023669169254154
46105.88,0.449539327993879,0.4131771260116258
45983.61,0.46408982255212244,0.4240881107424195
45861.99,0.4785575339438782,0.4350366109437955
45741.01,0.49310839114268623,0.44611217991090435
45620.66,0.5079936084448904,0.45752899890912524
45500.95,0.5234040032992682,0.46952126357581736
45381.86,0.5393151351861744,0.4821978165448424
45263.4,0.5553646105878015,0.4953946976265345
45145.55,0.5708507588719773,0.5086150643372896
45028.32,0.5848502609569547,0.5210797242895508
44911.69,0.5964661655727288,0.531919659382682
44795.67,0.6051056657348369,0.5404359364217614
44680.24,0.6107127242116895,0.5463582550711866
44565.4,0.6138345372867315,0.5499758227196073
44451.16,0.6154839449728773,0.5520807282053686
44337.5,0.6168078020596721,0.5537073929853791
44224.42,0.6186577690045271,0.555740669243819
44111.91,0.6212119242899425,0.5585311396159239
43999.98,0.6237907026018911,0.561665192959536
43888.61,0.6249612012589708,0.5640011332103544
43777.8,0.6229202771899329,0.5639825271875379
43667.56,0.6160537451435579,0.5601441081105816
43557.86,0.6034829054422042,0.5516332549400668
43448.72,0.5854240035389824,0.5385671372954837
43340.12,0.5632009892656262,0.5220708215246488
43232.06,0.53891932868334,0.5039859661859916
43124.54,0.5148720165714528,0.48632336335309734
43017.56,0.4928788354554626,0.4706510477975089
42911.1,0.4737717816240748,0.4576261353826194
42805.17,0.4572107599583049,0.4468409147954714
42699.76,0.4418545375689003,0.4370087695066881
42594.87,0.42584977044648054,0.42643519317333134
42490.49,0.40744211591320845,0.4135848378804177
42386.63,0.38552119890221753,0.39755986089919765
42283.26,0.359910214550301,0.3783254693842827
42180.41,0.33138758252483647,0.3566760453462475
42078.05,0.3013953254303952,0.3339347888325824
41976.19,0.2716616626204647,0.3115915976425144
41874.82,0.24378146165346923,0.2909386168274005
41773.93,0.21893093594961338,0.2728464745751571
41673.54,0.19774497641410743,0.25769545846140035
41573.62,0.18032278556957365,0.24542074924386362
41474.18,0.16637372425542327,0.23566143464376918
41375.22,0.15537165660617305,0.22790510142009726
41276.73,0.14671036337901106,0.22161730625643816
41178.7,0.1398170646896983,0.21632649403113435
41081.14,0.13421567915273006,0.211663838716832
40984.04,0.12954470275931843,0.2073665571502132
40887.4,0.1255521460587044,0.20326532620673704
40791.22,0.12207395320842812,0.19926197010613708
40695.48,0.11900926310183535,0.19530710909269697
40600.2,0.1163009039134739,0.19138509747260912
40505.35,0.11391621106012853,0.18749768632218142
40410.96,0.11183887538362963,0.1836602305703606
40317.0,0.11005889201207708,0.17989164121124135
40223.47,0.10857070713943183,0.17621503476714667
40130.38,0.10737035356335722,0.1726550933004232
40037.72,0.10645397931902213,0.16923583644830992
39945.48,0.10581779044941961,0.16598077726388039
39853.67,0.10545794122503388,0.16291313106635866
39762.28,0.10537024651450715,0.16005406885546325
39671.31,0.10555042439980442,0.15742351254313253
39580.76,0.10599408492916386,0.15503957691642242
39490.61,0.10669698985649123,0.15291798501820142
39400.88,0.10765468063739293,0.15107342006325164
39311.55,0.1088631569813571,0.14951759839767345
39222.63,0.1103182425112821,0.14826076891375312
39134.11,0.11201621376802787,0.14731079209301803
39045.98,0.11395362227740305,0.14667364715027317
38958.26,0.11612650236433567,0.14635357583027545
