Wavelength [nm]	Abs_Stable	Abs_PSS	EpsilonAvg_Stable	EpsilonPlusError_Stable	EpsilonMinusError_Stable	Abs_Metastable_before_rescaling	Abs_Metastable_rescaled	EpsilonAvg_Metastable	EpsilonPlusError_Metastable	EpsilonMinusError_Metastable	EpsilonAvg_Stable * total_conc_avg	EpsilonAvg_Metastable * total_conc_avg
325.876	0.07406	0.05911	1432.339223116337	1466.1978720499121	1398.480574182762	0.030226600000000003	0.04955180327868853	1029.9913060978256	1035.5372148372912	1024.4453973583604	0.06890834028599975	0.04955180327868853
326.452	0.0746290121317158	0.05878057192374349	1434.4001671563205	1467.877024729009	1400.923309583632	0.029675257192374325	0.048647962610449715	1011.203936743217	1016.6486863415536	1005.7591871448809	0.06900749014584133	0.048647962610449715
327.029	0.07432	0.05806	1445.1048585184722	1474.8463395604963	1415.363377476448	0.0290752	0.047664262295081965	990.7565926387849	996.0912450899939	985.4219401875764	0.06952248163887247	0.047664262295081965
327.606	0.07421	0.05769	1436.83462037413	1468.1870663046197	1405.4821744436404	0.0287481	0.047128032786885245	979.6104446689636	984.8850815461856	974.3358077917424	0.06912460914114342	0.047128032786885245
328.182	0.07421998266897746	0.05701117850953203	1431.9145510139492	1464.8447228778437	1398.9843791500548	0.02806538526863082	0.04600882830923086	956.346490474474	961.4958643847971	951.1971165641513	0.06888790975580897	0.04600882830923086
328.759	0.07423996533795495	0.05611155979202769	1431.345847876303	1463.977905673596	1398.7137900790099	0.02715797331022526	0.04452126772168075	925.4258302544382	930.4087142548668	920.44294625401	0.06886055004332034	0.04452126772168075
329.336	0.07417	0.05597	1433.3724986411125	1466.8669697567552	1399.8780275254699	0.027043699999999997	0.0443339344262295	921.5318919335208	926.4938093234188	916.5699745436233	0.06895805008960026	0.0443339344262295
329.913	0.07439	0.05585	1442.439691082865	1473.1114862211336	1411.7678959445964	0.026837899999999998	0.043996557377049175	914.5191213673661	919.4432790350795	909.5949636996531	0.06939426322412263	0.043996557377049175
330.489	0.07507880415944536	0.0557202253032929	1450.2175030139965	1478.6725578996163	1421.7624481283767	0.026439491681109213	0.04334342898542494	900.9430954585786	905.7941540619707	896.0920368551868	0.06976844561233152	0.04334342898542494
331.066	0.07578	0.05587	1459.3635150153077	1490.6229980803255	1428.10403195029	0.0263158	0.04314065573770492	896.7282199456491	901.5565838769556	891.899856014343	0.07020845067333584	0.04314065573770492
331.643	0.07627	0.05581	1478.1877135470177	1509.5275507597687	1446.8478763342666	0.026064699999999996	0.04272901639344262	888.1718220391308	892.9541147059061	883.3895293723559	0.07111406315472282	0.04272901639344262
332.219	0.07696878682842283	0.056039601386481785	1500.8501992603835	1531.5808257350056	1470.1195727857614	0.026021774523396882	0.04265864675966702	886.7091081476804	891.4835249443335	881.9346913510277	0.072204331613521	0.04265864675966702
332.796	0.07798	0.0567	1516.4840371170237	1549.4125285489204	1483.555545685127	0.026287800000000004	0.043094754098360666	895.7741015012745	900.5973280554132	890.9508749471363	0.07295645918331387	0.043094754098360666
333.373	0.07888	0.05709	1530.6337578819437	1561.4032584211689	1499.8642573427185	0.026326799999999997	0.043158688524590164	897.1030521916534	901.933434378276	892.2726700050314	0.0736371874337765	0.043158688524590164
333.95	0.07984	0.05755	1563.2396123171272	1591.4283901938893	1535.0508344403652	0.0264124	0.04329901639344262	900.0199285787421	904.8660164612782	895.1738406962065	0.07520582095052612	0.04329901639344262
334.526	0.0809081455805893	0.05798923743500868	1598.9569904940704	1627.7333382273905	1570.1806427607503	0.026435060658578854	0.0433361650140637	900.7921054470195	905.642351056341	895.9418598376984	0.0769241466165549	0.0433361650140637
335.103	0.08216	0.05892	1627.224148592181	1658.5228139843077	1595.9254832000545	0.0268776	0.0440616393442623	915.8719250188549	920.8033667534814	910.9404832842288	0.0782840499953822	0.0440616393442623
335.68	0.0835	0.05933	1662.9851416203373	1690.7467273038985	1635.2235559367762	0.026764999999999997	0.043877049180327865	912.0350058461189	916.9457879854201	907.1242237068183	0.08000447392623569	0.043877049180327865
336.256	0.08605556325823209	0.061426360485268505	1701.8065429035494	1731.1987557318964	1672.4143300752023	0.027864690814557988	0.045679821007472116	949.5076947489517	954.6202456912002	944.3951438067038	0.08187213089382378	0.045679821007472116
336.833	0.08735	0.06141	1738.101046500085	1769.310324476538	1706.891768523632	0.0273435	0.044825409836065574	931.7477744200768	936.7646984412231	926.7308503989309	0.08361822145950702	0.044825409836065574
337.41	0.08935	0.06283	1779.1724401049012	1807.6900253465794	1750.654854863223	0.027983499999999994	0.04587459016393442	953.5561960057862	958.6905457907716	948.4218462208013	0.08559412320182148	0.04587459016393442
337.987	0.09238	0.06456	1824.4739368601136	1853.8183170250702	1795.129556695157	0.028531800000000003	0.04677344262295083	972.2398796861686	977.4748303247679	967.0049290475697	0.08777353077755032	0.04677344262295083
338.563	0.09368772963604845	0.06570800693240895	1878.371492115708	1905.9316816231358	1850.8113026082801	0.029169792374350058	0.04781933176122961	993.9798901053776	999.331898153167	988.6278820575889	0.09036648572718539	0.04781933176122961
339.14	0.09621	0.06668	1928.2496376188055	1952.5172314243525	1903.9820438132585	0.0291581	0.04780016393442623	993.5814647473089	998.9313275044901	988.2316019901282	0.09276607108217144	0.04780016393442623
339.717	0.09842	0.06857	1972.1296736532738	2001.8261198532725	1942.433227453275	0.03018620000000001	0.04948557377049182	1028.614649485228	1034.1531457233514	1023.0761532471051	0.09487709367097301	0.04948557377049182
340.293	0.10189396880415959	0.07077616984402088	2040.4225246794103	2067.7705200165215	2013.0745293422992	0.031037522010398638	0.050881183623604324	1057.6240077789266	1063.31870266915	1051.9293128887036	0.09816259122746063	0.05088118362360433
340.87	0.1042	0.0724	2100.610306959099	2126.469772251952	2074.7508416662463	0.031762000000000006	0.05206885245901641	1082.3110725082922	1088.138692994318	1076.4834520222669	0.10105816241301042	0.052068852459016414
341.447	0.1077	0.07425	2155.0145621206584	2181.587302041214	2128.4418222001027	0.03224699999999999	0.0528639344262295	1098.8377669912122	1104.7543741888974	1092.9211597935275	0.10367549416457875	0.052863934426229504
342.024	0.1105	0.07621	2232.490762282599	2262.9835060895166	2201.9980184756814	0.033115	0.05428688524590164	1128.415438766831	1134.4913046567228	1122.3395728769397	0.10740279303251711	0.05428688524590164
342.6	0.11439324090121333	0.07837623916811101	2315.929073259082	2343.5031344917124	2288.3550120264517	0.03376287521663781	0.05534897576498002	1150.492213547097	1156.6869501279048	1144.2974769662899	0.11141692280908441	0.05534897576498002
343.177	0.1178	0.08085	2396.503413788744	2420.3357246749565	2372.671102902532	0.034908	0.057226229508196724	1189.5130948655453	1195.9179363719427	1183.1082533591486	0.11529326996619009	0.05722622950819672
343.754	0.1209	0.08264	2467.619404675856	2494.158963858856	2441.079845492856	0.03548900000000001	0.058178688524590176	1209.3110525863226	1215.822494668955	1202.7996105036907	0.11871458582540617	0.058178688524590176
344.33	0.12479324090121294	0.08493601386481789	2551.2372041344074	2578.4108796049027	2524.063528663912	0.03626664991334484	0.0594535244481063	1235.8099856430642	1242.4641091867497	1229.1558620993794	0.12273735060491145	0.0594535244481063
344.907	0.1289	0.08769	2637.391229824191	2665.8060697845067	2608.9763898638757	0.03741900000000001	0.061342622950819686	1275.077073930728	1281.9426280824377	1268.211519779019	0.12688213057283262	0.061342622950819686
345.484	0.1328	0.08987	2721.8390277859726	2748.518918943257	2695.159136628688	0.038078	0.062422950819672134	1297.532933032263	1304.5193990251757	1290.546467039351	0.1309448257112741	0.06242295081967213
346.06	0.13719237435008683	0.09299457538994814	2819.0179341650082	2846.952678457758	2791.0831898722586	0.03948954939341427	0.06473696621871192	1345.632408439499	1352.8778623475964	1338.3869545314021	0.13562000114549735	0.06473696621871192
346.637	0.142	0.096	2914.5488421814675	2942.006617256372	2887.091067106563	0.04062	0.06659016393442624	1384.1532575180033	1391.6061239666644	1376.700391069343	0.14021589310404217	0.06659016393442624
347.214	0.1462	0.09857	3003.3906738475557	3027.684854530973	2979.0964931641383	0.041552000000000006	0.06811803278688526	1415.9117714521929	1423.5356391694447	1408.287903734942	0.14448998060320234	0.06811803278688526
