Wavelength [nm],Epsilons_averaged,Error_averaged
437.181,18368.548030742695,79.81105331727596
437.757,18317.445888547118,72.01075749713806
438.334,18218.28605106467,82.85638977996094
438.911,18111.609004265254,79.72393691448863
439.487,17815.10737987813,83.26281794893643
440.064,17657.534060911068,79.6046296665273
440.641,17764.362221782383,79.60596614476333
441.217,17592.369349271718,87.18319885560778
441.794,17488.0921088207,74.22649460869627
442.371,17194.445943908497,75.88022543791458
442.948,17185.197176196412,79.54711991347224
443.524,17027.874528162494,70.26942711727439
444.101,16843.813697886322,70.444376762776
444.678,16699.35568272763,69.3311425277344
445.254,16463.22288334572,69.93166654751666
445.831,16308.851389268095,68.01645519151717
446.408,16116.3791951101,62.21566367145428
446.985,15900.25092640621,68.57969822872559
447.561,15707.43860855152,73.72263964031808
448.138,15515.312843062684,70.37222627095979
448.715,15368.20577949469,63.49055002542165
449.291,15214.416383689584,59.753699191988055
449.868,14977.652864069756,60.97076495345593
450.445,14798.450215364139,57.419806641451245
451.022,14587.29679412434,57.0462076570434
451.598,14347.90157828687,61.57513467450678
452.175,14144.86831721046,60.55790805214667
452.752,13900.463814441207,59.57899957522059
453.328,13701.526865163976,60.19294832624317
453.905,13504.25501889713,57.55762545130806
454.482,13279.828048940473,59.67327638388538
455.058,13094.421541296359,64.52474911028324
455.635,12882.78116077088,64.0504096177043
456.212,12670.961270344262,54.220443882350416
456.789,12390.878553544673,52.8052993835648
457.365,12199.91955723212,54.8876170899829
457.942,12026.743590935417,55.953611442068386
458.519,11816.439296076966,51.51043973727908
459.095,11538.306228281173,42.404304021951994
459.672,11345.154926345514,51.8459379917186
460.249,11141.568305524905,49.94557896821768
460.826,10955.399594323073,50.879859105986164
461.402,10729.327703350715,43.73469284729235
461.979,10441.145490344283,42.02711264512475
462.556,10218.153448098692,39.47376896270571
463.132,9992.19394708632,41.89721001068031
463.709,9834.930156855737,38.873742108389465
464.286,9596.796037046764,40.772176192693415
464.863,9396.853353655995,38.68150634438881
465.439,9205.17195789104,35.91175413160654
466.016,8991.758756983445,44.11456215134188
466.593,8746.208035446523,33.20360072912833
467.169,8550.829136640197,32.1356277368541
467.746,8328.781732572292,29.639876820333402
468.323,8162.033727351444,33.215387233332315
468.9,7890.378555449319,34.21740518530242
469.476,7671.232373540614,33.722471994889844
470.053,7472.043013847565,32.51679168520821
470.63,7233.591934630512,34.44161218904808
471.206,7010.933244288188,28.300162155371858
471.783,6832.261379481089,27.743812923740716
472.36,6642.769398579979,30.380969546834006
472.936,6459.112938327445,30.112787236357047
473.513,6233.6557387865205,27.756831654761307
474.09,6011.330504969512,26.70946766710499
474.667,5829.393471913923,25.857133541904233
475.243,5648.535143707528,26.10494966726937
475.82,5444.654679589113,29.87263524346483
476.397,5252.6919063473015,28.317897620531756
476.973,5057.278805780275,22.40673934512622
477.55,4861.997519010393,19.93051152920682
478.127,4693.086269135841,21.13355835231708
478.704,4518.418344802189,20.899235020934743
479.28,4342.618679656866,20.1652775234987
479.857,4173.924535728944,26.535590927167675
480.434,3997.4711615344695,25.639838611919913
481.01,3827.847540533448,18.84710325788557
481.587,3666.3170822283882,22.62963985082487
482.164,3498.3514166080527,17.92460572187528
482.741,3356.228996753221,14.554042885125723
483.317,3207.756638870578,13.873204291527054
483.894,3052.4808240204,12.542766158750213
484.471,2879.898725077192,15.82393628067456
485.047,2715.7516753210302,24.26087257276046
485.624,2641.384412416521,13.869576183289231
486.201,2572.048713724121,9.478007088168214
486.777,2418.515217376188,14.411473607351873
487.354,2292.1131010146414,8.022193489305199
487.931,2164.404261832544,6.056489537652862
488.508,2041.8719628792746,13.777461393430647
489.084,1951.1560905849587,11.097605406031082
489.661,1870.9363693219434,16.72275082053582
490.238,1776.329621195028,16.34011451821017
490.814,1662.0731251708978,14.815887042963725
491.391,1581.7507910022257,15.767195411793983
491.968,1487.4620015786352,14.433738825151067
492.545,1432.5603568301372,11.70755907230517
493.121,1334.919084440976,16.748613495227797
493.698,1255.9161694164777,20.957201227626964
494.275,1198.9041523309534,14.188615401609015
494.851,1126.9840476214854,10.770782049947229
495.428,1064.7513733580215,16.726841569433912
496.005,1005.120839814978,17.70464000531103
496.582,972.0463349310786,8.773404594781685
497.158,912.3224390506406,11.920927822308776
497.735,862.821961755325,20.44354890948721
498.312,817.6283963951964,16.77941407351246
498.888,772.9324614104156,17.69924127389084
499.465,743.6559589757946,16.33501856591369
500.042,693.8722150009831,15.599733620971858
500.619,649.115682286747,14.728940438374131
501.195,609.1230486191234,15.266556117003102
501.772,593.1646362839867,19.50791509270028
502.349,572.1005623997718,21.43456803387463
502.925,541.5807135897136,18.473299184210155
503.502,516.6935698704528,16.444521072582507
504.079,495.1863632693992,18.01970205039586
504.655,469.0327230897868,20.791210033826555
505.232,445.7071508357579,22.45474569434454
505.809,421.86642994555035,20.681365458365796
506.386,413.124531466873,18.078995686007598
506.962,401.94257987676394,18.27042020828191
507.539,365.64634310279575,17.68725216334998
508.116,342.8318332098718,11.91354793557727
508.692,329.66072291370904,7.542949662001294
509.269,315.28678313517884,13.48317109623801
509.846,310.67998946035465,15.491787619950006
510.423,298.4853562672995,13.137881416421095
510.999,273.7976189003431,21.445604950653724
511.576,264.2626037621664,20.868596960177356
512.153,243.28089462554098,17.619955927100513
512.729,248.60245047318102,8.367218006130177
513.306,252.06295362240758,10.199690205824592
513.883,241.61124690506884,13.014607337800498
514.46,227.3803633299501,19.51608482035008
515.036,193.81480616905597,16.05621856989313
515.613,178.8542701583578,12.539737026922941
516.19,197.48493380269977,13.389170400989336
516.766,197.88730621381154,10.642933492710846
517.343,192.05420294739244,16.67827561309015
517.92,181.2311099654027,14.861103895741513
518.496,166.53289163202925,19.896224696954043
519.073,176.57839129854824,20.361791791481906
519.65,159.82113597694473,19.237343887282247
520.227,159.09792721823308,18.46442095741237
520.803,161.03947398265265,14.13873904202674
521.38,120.86344315232141,23.548974460563425
521.957,137.29311472391697,6.189929830759833
522.533,134.95191162667993,17.186955686727458
523.11,125.86423901717231,18.65381741837739
523.687,135.43848776131048,19.13287078703921
524.264,138.22684442121152,10.21425998600151
524.84,115.14936580533377,18.489080511080637
525.417,96.64855560389255,18.4209071576647
525.994,111.10567572947059,20.112444481820322
526.57,96.9482533678026,14.953325673354197
527.147,109.46575563477809,14.307934804183526
527.724,100.40328839179627,20.107528276886413
528.301,83.99626230055593,19.22437323298114
528.877,111.68851744074108,14.013936645422966
529.454,92.88322254148702,15.450831978980872
530.031,63.83148176591161,14.878787357027571
530.607,73.78026734504228,15.716253094384303
531.184,87.78721467689076,13.809888460649777
531.761,82.43624955105041,12.705451809426783
532.338,75.04150504136416,19.027416080340473
532.914,76.03332369922363,17.13372745888324
533.491,71.14081883509073,12.280382420848872
534.068,53.24267988603135,12.683837808439353
534.644,43.57840147809511,18.548514134691676
535.221,73.9920217401143,14.794621896498553
535.798,58.18757742239761,14.734753038870954
536.374,40.13618428923292,17.967508242251892
536.951,64.8872409805396,18.362171301267065
537.528,60.65653245246533,20.429273569342914
538.105,41.875831493109644,18.953253098927295
538.681,27.056621441663722,16.56065102682903
539.258,54.94030894503719,12.602258661384012
539.835,56.00080777539131,10.478640963046841
540.411,40.26204375532697,13.168977925923464
540.988,30.89616937061221,12.029203639112193
541.565,37.55300877142626,11.333603817264246
542.142,45.49894222692893,10.444871269457904
542.718,24.905468135746116,13.262348928608404
543.295,19.727042145214217,12.191847440153907
543.872,26.11346304183271,10.953033242772808
544.448,35.31913174680937,14.670215475578377
545.025,46.35794052953274,13.172383192680224
545.602,43.60911510318183,10.943738031504433
546.179,30.76054044729927,14.606190244369413
546.755,5.640778598300799,7.3740467370128195
547.332,22.240717240346942,14.181373693262056
547.909,1.5307896289840426,3.061476658986194
548.485,21.682812268954727,8.115464911346246
549.062,32.4633664600664,11.091585474993265
549.639,40.935287085419816,11.416733639536867
550.215,50.38203703894487,14.582747268420166
550.792,38.268252059574735,10.721187675298154
551.369,37.62384874772731,12.164204973933574
551.946,42.71663322634171,15.869488440292441
552.522,40.82226529109975,17.98228703176909
553.099,25.745199593224715,14.415774408670124
553.676,30.00420216526463,11.21316263665768
554.252,7.026215672485313,8.285462648315795
554.829,16.764697317277687,14.461231288602708
555.406,25.587343141352502,11.392461454244536
555.983,20.543654951223587,12.979470196928364
556.559,42.27693642252511,9.088899834450094
557.136,38.84023198404686,9.22422605332504
557.713,9.535160656929513,8.037884214654472
558.289,36.20663394302799,8.911777364590094
558.866,41.41548125435157,11.752063227438423
559.443,25.161556415930654,11.088019571606686
560.02,43.171599869632665,9.669941137579679
560.596,50.59979005783971,9.546756423912562
561.173,13.296690372209353,10.123488056313205
561.75,2.9273961742879764,4.263353269998422
562.326,3.138901311035681,5.108257031641695
562.903,24.12901455765609,13.287860620230953
563.48,16.505002099419663,12.448131915123216
564.057,3.5837326750762775,5.152637891711559
564.633,18.034879538798855,7.705114301311113
565.21,27.802949980161976,10.79794183291983
565.787,25.072965269919614,9.526863869507785
566.363,16.11845313495768,8.725175309490528
566.94,32.3772682632257,10.588947845453832
567.517,21.92735889890973,9.819514973990545
568.093,3.49639763070538,5.05229475844774
568.67,22.06581769773954,11.014242112465508
569.247,4.163168284024378,5.475489879586423
569.824,1.1928720848849017,2.324736452452818
570.4,15.40957961368624,8.951822862461942
570.977,4.200461913787351,5.424613985866964
571.554,-0.10888168034621686,4.88790002839184
572.13,1.1104528511383573,7.143195562745581
572.707,7.124183806063325,12.068424558374414
573.284,6.86881439491222,12.982421688318688
573.861,0.8347080277593237,1.7431248290511652
574.437,14.893626011199952,8.799782777270293
575.014,4.354863795604556,5.210758143548298
575.591,17.03407987024282,8.57278080056016
576.167,26.78543451764372,10.780309982519931
576.744,3.577112000954751,5.118821942780665
577.321,9.306995805965695,8.055310420890175
577.898,29.09667092568082,8.284503085269282
578.474,19.89997401017827,11.426840308906149
579.051,3.1388055964954042,11.530852597163287
579.628,0.8944278630708863,7.658540425549878
580.204,-0.3757408959746162,3.597918238276255
580.781,4.349895596644234,9.876474377285371
581.358,0.587367234093134,6.070846997565757
581.934,6.600484130750075,6.641601787295625
582.511,15.687304271577322,10.611802864252907
583.088,15.824825112017622,9.856728647532629
583.665,20.731371486328353,9.337484206464904
584.241,20.059832045646235,10.785370165675461
584.818,24.216061828517994,11.068257589689148
585.395,27.260983369504846,9.490570420550318
585.971,18.771479733226585,9.278843471942132
586.548,16.142198514027623,9.014648856634288
587.125,22.911558101868447,10.068972161678827
587.702,19.005295791868967,11.306017298333593
588.278,3.9716604027287,5.328477563567405
588.855,14.406171437571848,9.225719621091171
589.432,20.851367948909125,9.5633038279172
590.008,28.171592629754237,10.808240295722474
590.585,20.151326084528865,10.580833652564083
591.162,12.45665460227379,8.825782398297074
591.739,20.958641756061223,9.898607722998735
592.315,21.362879435696495,10.66294451226451
592.892,29.75402554190229,8.691457457278833
593.469,23.422470877398663,7.847210241983761
594.045,20.055088429304828,9.802522620697562
594.622,28.58824723181973,10.883791124793062
595.199,32.225622948529946,10.712124508611094
595.776,27.304471259498403,9.783138706653576
596.352,20.92266942046757,9.658104776537915
596.929,24.653128534664727,8.63189579895982
597.506,29.07613832496095,8.007016858292543
598.082,21.023336467126132,9.501405339836998
598.659,22.79187128575361,9.855746258594689
599.236,20.268765794268454,9.622730989768941
599.812,22.622008231305557,9.423391408617844
